title,price,availability,rating,product_url,image_url,upc,category
The Dovekeepers,Â£48.78,In stock (14 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,https://books.toscrape.com/media/cache/24/86/248641d1d03b4dbfe3a7db4e20552973.jpg,3d76bc83c6b644c9,Add a comment
More Than Music (Chasing the Dream #1),Â£37.61,In stock (14 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,https://books.toscrape.com/media/cache/e7/00/e7000cd6975d8932b9178de9386b944d.jpg,47d47155e89c8be7,Add a comment
Code Name Verity (Code Name Verity #1),Â£22.13,In stock (14 available) In stock In stock In stock In stock In stock In stock,4,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,https://books.toscrape.com/media/cache/65/9a/659ada7d88e3bda8db70f7e5312a39e2.jpg,33a3e0e3ffde0dcd,Add a comment
Cell,Â£20.29,In stock (14 available) In stock In stock In stock In stock In stock In stock,4,https://books.toscrape.com/catalogue/cell_674/index.html,https://books.toscrape.com/media/cache/03/da/03da11f81eda5e742df8a39e90c21c70.jpg,bfbb54bc8cdeed2b,Add a comment
Angels Walking (Angels Walking #1),Â£34.20,In stock (14 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,https://books.toscrape.com/media/cache/ba/d9/bad95369105e8e403bf1f2b9288c5e41.jpg,1fbb5f786e53a0ce,Add a comment
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Â£56.48,In stock (14 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,https://books.toscrape.com/media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg,c1379d3744f1dd2c,Add a comment
A People's History of the United States,Â£40.79,In stock (14 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,https://books.toscrape.com/media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg,1ad06aed9349af46,Add a comment
A Brush of Wings (Angels Walking #3),Â£55.51,In stock (14 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,https://books.toscrape.com/media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg,01a177623cce9596,Add a comment
Rook,Â£37.86,In stock (13 available) In stock In stock In stock In stock In stock In stock,4,https://books.toscrape.com/catalogue/rook_647/index.html,https://books.toscrape.com/media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg,44d97b6707dae3f0,Add a comment
The Midnight Watch: A Novel of the Titanic and the Californian,Â£26.20,In stock (12 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,https://books.toscrape.com/media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg,14e44163678e24dc,Add a comment
The Torch Is Passed: A Harding Family Story,Â£19.09,In stock (16 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,https://books.toscrape.com/media/cache/c7/26/c7260547c468dbe78af92cf3927c2a1c.jpg,4eed62cf5f8d8edf,Add a comment
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Â£23.89,In stock (16 available) In stock In stock In stock In stock In stock In stock,4,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,https://books.toscrape.com/media/cache/c9/eb/c9eb6ecf45abf796df0044600db65e55.jpg,31075275518532d7,Add a comment
The Art Forger,Â£40.76,In stock (16 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,https://books.toscrape.com/media/cache/f5/3b/f53bc7b18914c97de7c23967293be119.jpg,80cfab6bcff3a244,Add a comment
On a Midnight Clear,Â£14.07,In stock (16 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,https://books.toscrape.com/media/cache/75/9d/759d9276739200e2cb8101a36449ba20.jpg,b757c0c361e689ce,Add a comment
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Â£53.90,In stock (16 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,https://books.toscrape.com/media/cache/6d/80/6d80608ef81001ad068df06fae44b7f8.jpg,228f74b74f3a08ae,Add a comment
"Shobu Samurai, Project Aryoku (#3)",Â£29.06,In stock (15 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,https://books.toscrape.com/media/cache/f3/7f/f37f3173a97baeac6b6421c54a6df7b5.jpg,0c27e6c3744fc14b,Add a comment
Modern Romance,Â£28.26,In stock (15 available) In stock In stock In stock In stock In stock In stock,5,https://books.toscrape.com/catalogue/modern-romance_820/index.html,https://books.toscrape.com/media/cache/78/cb/78cb28a3e8804131e8e0c3f7b8deb2fc.jpg,caf4fe9311f1dc59,Add a comment
The White Queen (The Cousins' War #1),Â£25.91,In stock (14 available) In stock In stock In stock In stock In stock In stock,5,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,https://books.toscrape.com/media/cache/11/40/11400b5532ad710359584a68db50f33c.jpg,6875c5657661b2fb,Add a comment
The Song of Achilles,Â£37.40,In stock (14 available) In stock In stock In stock In stock In stock In stock,5,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,https://books.toscrape.com/media/cache/4e/56/4e56783b21a3a5c73e32e59241a351ac.jpg,e88fb1c9397cfb27,Add a comment
The Immortal Life of Henrietta Lacks,Â£40.67,In stock (14 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,https://books.toscrape.com/media/cache/92/4d/924d855a0ad5774410b0bb7c71afa788.jpg,f72f61ad6a5f12ed,Add a comment
The Dovekeepers,Â£48.78,In stock (14 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,https://books.toscrape.com/media/cache/24/86/248641d1d03b4dbfe3a7db4e20552973.jpg,3d76bc83c6b644c9,Add a comment
More Than Music (Chasing the Dream #1),Â£37.61,In stock (14 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,https://books.toscrape.com/media/cache/e7/00/e7000cd6975d8932b9178de9386b944d.jpg,47d47155e89c8be7,Add a comment
Code Name Verity (Code Name Verity #1),Â£22.13,In stock (14 available) In stock In stock In stock In stock In stock In stock,4,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,https://books.toscrape.com/media/cache/65/9a/659ada7d88e3bda8db70f7e5312a39e2.jpg,33a3e0e3ffde0dcd,Add a comment
Cell,Â£20.29,In stock (14 available) In stock In stock In stock In stock In stock In stock,4,https://books.toscrape.com/catalogue/cell_674/index.html,https://books.toscrape.com/media/cache/03/da/03da11f81eda5e742df8a39e90c21c70.jpg,bfbb54bc8cdeed2b,Add a comment
Angels Walking (Angels Walking #1),Â£34.20,In stock (14 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,https://books.toscrape.com/media/cache/ba/d9/bad95369105e8e403bf1f2b9288c5e41.jpg,1fbb5f786e53a0ce,Add a comment
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",Â£56.48,In stock (14 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,https://books.toscrape.com/media/cache/07/5f/075fff6094c0805f9f6b9e12561aeb87.jpg,c1379d3744f1dd2c,Add a comment
A People's History of the United States,Â£40.79,In stock (14 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,https://books.toscrape.com/media/cache/bd/93/bd930adc47ee0dc240f8134f70f431ad.jpg,1ad06aed9349af46,Add a comment
A Brush of Wings (Angels Walking #3),Â£55.51,In stock (14 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html,https://books.toscrape.com/media/cache/19/11/1911d173c8e812518900af9aa16d9e46.jpg,01a177623cce9596,Add a comment
Rook,Â£37.86,In stock (13 available) In stock In stock In stock In stock In stock In stock,4,https://books.toscrape.com/catalogue/rook_647/index.html,https://books.toscrape.com/media/cache/64/ab/64ab238bea10c4f25fa5bc9129a35370.jpg,44d97b6707dae3f0,Add a comment
The Midnight Watch: A Novel of the Titanic and the Californian,Â£26.20,In stock (12 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html,https://books.toscrape.com/media/cache/d8/63/d8630e50f24c22765c9591a9297ff2e1.jpg,14e44163678e24dc,Add a comment
